Year,Month,Day,Mean Pressure (hPa),Absolute Daily Max (deg. C),Mean (deg. C),Absolute Daily Min (deg. C),Mean Dew Point (deg. C),Mean Relative Humidity (%),Mean Amount of Cloud (%),Total Rainfall (mm),Total Bright Sunshine (hours),Prevailing Wind Direction (degrees),Mean Wind Speed (km/h)
2011,8,7,1002.1,35,30.9,28.6,25.7,75,62,0,10.5,210,13.8
2011,8,8,1004.3,31.1,29.2,25.6,25.2,79,77,22.1,5.4,210,15.7
2011,8,9,1004.5,31.5,28,26,25.4,86,86,9.9,1.1,150,12.4
2011,8,10,1005.8,28.3,26.8,25.2,25.3,92,85,60.5,0.1,180,20.5
2011,8,11,1007.9,32.2,28.7,26,25.4,83,67,17.9,6.1,180,16.2
2011,8,12,1008,32,29.4,27.6,25.2,78,65,0,9.1,180,12.8
2011,8,13,1008.8,32.9,29.6,27.9,24.5,75,53,0,9.3,220,14
2011,8,14,1010.6,32.8,29.6,28,24.3,74,59,Trace,8.9,210,12.4
2011,8,15,1011,31.9,29.7,27.9,25,76,45,0,8.9,220,11.3
2011,8,16,1009.9,32.3,29.3,28.1,24.9,78,35,8.5,9.8,210,10.9
2011,8,17,1009.4,30.5,28.7,27.2,25.1,81,42,10.1,7.2,180,11.6
2011,8,18,1010,32.5,29.2,27.1,25.2,80,53,0,9.3,120,9.8
2011,8,19,1010.9,33,29.6,27.8,25.5,79,61,0,8.6,50,14.5
2011,8,20,1011,33,29.2,25.6,25.2,80,45,3.7,10.3,100,15.5
2011,8,21,1009.8,32.5,29.5,28.1,25.5,80,50,Trace,7.3,110,7.9
2011,8,22,1008.1,30.4,29,28.1,25.8,83,51,1.4,3.2,180,8.8
2011,8,23,1006.6,32.4,29.8,28.2,25,76,55,0,10.2,220,13.7
2011,8,24,1006.1,32.4,29.8,27.1,25.1,76,49,3.9,9.4,220,15.1
2011,8,25,1005.7,30.9,28.6,26.4,24.9,81,69,13.7,1.7,40,7.3
2011,8,26,1006.1,31.8,29.1,27,24.3,76,61,Trace,4.8,20,11.2
2011,8,27,1004.6,32.9,29.2,27.5,24.2,75,54,5.2,6.3,20,8.7
2011,8,28,1003,32,30.2,28,23.7,69,75,0,7.3,290,14.4
2011,8,29,1002.3,33.7,30.6,27.7,23.7,67,75,0.2,7.8,280,18.4
2011,8,30,1001,33.3,30.9,28.8,24.4,69,68,0,7.5,290,23.9
2011,8,31,999.3,33.4,30.6,28.7,23,64,58,0.5,8.9,280,13.1
2011,9,1,1000.5,30.1,28.2,27.4,23.1,74,82,0.1,2.6,310,11.8
2011,9,2,1002.6,31.2,28.8,27.2,24.6,78,85,0,0.9,160,6.2
2011,9,3,1006.5,30.7,27.7,25.8,25.7,89,77,22.6,3.1,40,15
2011,9,4,1008,31.5,28.6,26.6,25.6,84,64,1.8,8,140,8.5
2011,9,5,1007.4,32.2,29.2,27.7,25.5,80,62,0,5.7,160,6.8
2011,9,6,1007.4,31.9,29.3,27.9,25,78,56,0,7.5,130,9.7
2011,9,7,1006.6,32,29.2,27,24.9,78,58,0.2,8.8,130,15.3
2011,9,8,1007.5,32.2,29.5,27.9,25.5,79,52,Trace,9.2,110,18.4
2011,9,9,1010,32.8,29.6,27.8,24.7,75,53,Trace,7.4,100,27.6
2011,9,10,1010.9,31.7,29,26.6,24.6,78,51,2.6,10.9,100,34.6
2011,9,11,1010.6,30.8,28.2,26.2,25,83,77,20.4,6.5,70,37
2011,9,12,1010.6,32.4,28.5,25.9,25.1,82,81,0.6,8.4,70,33.2
2011,9,13,1009.3,32.6,28.8,26.1,24.3,77,49,2.7,10.5,110,19.8
2011,9,14,1007.4,32.7,29,26,24,75,46,2.7,10.7,110,16.9
2011,9,15,1006.9,32,28.3,24.1,25,83,66,10.9,7.6,100,24
2011,9,16,1005.5,32.3,28.6,26.8,25.2,82,63,1,6,110,25.9
2011,9,17,1004.5,32.8,29.4,27.2,25.3,79,61,0.2,8.4,90,27
2011,9,18,1007.2,29.9,28.6,27.4,24.9,81,72,0.5,2.6,110,30.4
2011,9,19,1009.7,31.7,28.4,25.3,24.6,80,77,16.1,6.5,100,24.7
2011,9,20,1011.3,27.6,26.1,24.9,21.6,76,87,Trace,0.3,20,24.7
2011,9,21,1010.7,27.7,25.8,23.2,19.5,69,56,0,5.5,20,24.6
2011,9,22,1010.3,26.9,25.8,23.9,19.4,68,80,Trace,0.6,30,30.9
2011,9,23,1009.7,27.5,25.6,23.4,20.4,73,86,0.3,0.9,50,38.4
2011,9,24,1009,27.4,25.7,24.2,20.3,73,88,Trace,0.2,50,41.2
2011,9,25,1008.6,26.2,25.1,23.9,21.6,81,88,4.2,0,50,51.5
2011,9,26,1008.9,30.8,27.3,25.1,23.1,78,81,0.2,5.3,70,44.9
2011,9,27,1006.5,30.8,27.9,26.2,24,80,63,Trace,7.8,90,19.4
2011,9,28,1003,31.3,28.7,26.2,22.9,72,71,2.5,4.7,30,37.2
2011,9,29,1002.9,28.2,27.2,25.3,24.9,88,88,30.8,0.2,130,63
2011,9,30,1009.4,28.9,27.7,27,25.6,89,79,2.7,1.7,110,24.6
2011,10,1,1010.7,27.5,26.2,25.4,23.6,86,83,12.7,0.5,90,46.4
2011,10,2,1009.2,27.1,25,23.5,21.9,84,82,3.3,1.8,30,32.7
2011,10,3,1009.1,24,22.6,21.5,19.1,81,88,1.6,0,30,43.5
2011,10,4,1011.5,25.2,23.8,22.2,19.4,76,88,Trace,0.3,60,50
2011,10,5,1013.6,26,24.5,23.3,20.5,79,85,0.1,1.2,50,34.4
2011,10,6,1014.3,27.9,25.2,23.3,21.3,79,88,0.1,2.3,80,31.5
2011,10,7,1014.8,27.8,25.7,24.8,21.8,79,81,Trace,2.6,80,35.8
2011,10,8,1014.7,28.8,26.2,24.6,21.6,76,68,Trace,8,80,33
2011,10,9,1012.8,30.2,26.8,24.6,22.1,76,76,0,7.2,80,27.5
2011,10,10,1011.8,29,26.4,24.4,22.6,80,86,5.3,0.8,60,40
2011,10,11,1013,25.5,24.8,24.2,23.6,93,88,6.9,0,80,47.7
2011,10,12,1012.2,25.1,24.6,23.6,24.1,97,90,105.8,0,100,34.5
2011,10,13,1010.6,26.2,24.8,24.1,24.2,97,86,30.7,1.5,70,22.2
2011,10,14,1010,27.1,25.4,24.3,23.5,89,83,3.8,0.4,70,19.4
2011,10,15,1012.2,28.3,25.1,23.4,19.7,73,54,0,5.9,20,22.8
2011,10,16,1013.7,29.6,25.5,22.9,17.6,62,30,0,9.5,20,20.2
2011,10,17,1015.7,29.4,25.3,23,18.9,69,14,0,10.5,70,19.5
2011,10,18,1016.9,27.4,24.7,22.7,19.2,72,23,0,10,90,26.5
2011,10,19,1016,26.5,24.3,22.8,18.4,70,36,Trace,9.1,90,33.8
2011,10,20,1015.3,27.6,24,21.7,18.5,72,27,0,9.6,70,21.3
2011,10,21,1014.3,28.9,24.8,22.4,19.6,74,23,0,9.8,60,15.8
2011,10,22,1014,27.9,25.2,23.6,21,78,42,0,8.1,70,26.3
2011,10,23,1014.3,27.4,25,23.9,21.1,79,62,0,6,60,24.4
2011,10,24,1013.8,28.9,25.7,23.1,21.6,79,25,0,10.3,60,8.7
2011,10,25,1015.8,26.6,24.6,22.4,21.2,81,57,0.5,2.9,40,25.8
2011,10,26,1017.5,25.7,23.3,22,19,77,79,0.1,6.4,50,29.5
2011,10,27,1017.8,26,23.3,21.3,19.2,79,52,1.5,7.3,90,32.3
2011,10,28,1017.7,27.1,24.3,22.9,18.7,72,60,Trace,4.4,80,26.4
2011,10,29,1016.2,27.4,24.1,21.7,18,69,62,0,6.1,20,15.8
2011,10,30,1015.6,27,24.3,22.3,19.5,75,57,Trace,8.7,60,24.3
2011,10,31,1016.4,27,24.5,23,18.9,71,42,Trace,9.9,80,37.5
2011,11,1,1015.9,27.7,24.6,22.3,18.8,71,54,0,9.2,70,25.3
2011,11,2,1014,28.9,25.4,23.3,20.3,74,70,0,5.8,40,19.6
2011,11,3,1013.6,29,26,24.1,21.7,77,80,0,5.8,60,23.6
2011,11,4,1013.8,29.7,26.4,24.7,21.7,76,63,Trace,8.5,60,19.9
2011,11,5,1013.3,28.8,26.4,24.8,22.7,80,61,Trace,8.5,80,19.9
2011,11,6,1012.8,28.8,26.5,25.6,22.4,78,80,Trace,2.7,90,31.3
2011,11,7,1011.1,28,25.8,24.3,21.3,76,82,Trace,2.8,60,39.7
2011,11,8,1009.4,24.3,22.7,21.9,21.7,94,89,13.9,0,40,35.3
2011,11,9,1008.7,22.1,19.9,18.8,18.6,93,94,44.2,0,20,41.2
2011,11,10,1012,21.2,19.4,17.7,15.2,77,88,0.2,0.2,10,33.8
2011,11,11,1014.7,22,20.3,18.1,14.9,71,88,Trace,0,20,22
2011,11,12,1016.8,24.7,22,19.6,16.9,73,54,0,7.4,30,10.7
2011,11,13,1017.1,26.6,23.2,21.1,18.9,78,45,0,8.6,20,13.8
2011,11,14,1017.9,25.3,23.4,22.6,19.9,81,80,Trace,4.5,80,28
2011,11,15,1018.2,26.2,23.5,22.1,19,76,55,0,9.1,090#,35.8#
2011,11,16,1015.7,25.5,23.4,21.7,19.7,80,77,0,5.1,70,32.8
2011,11,17,1012.2,24.5,23.4,22.6,21.1,87,83,18.1,0,50,33.1
2011,11,18,1009.2,26.9,24.4,22.6,23.2,93,88,8.6,1.4,70,14.8
2011,11,19,1012,26.4,24.9,23.7,21.9,84,77,1.1,2.4,20,18.7
2011,11,20,1019.3,24.4,22.9,21.2,18,74,67,Trace,2.9,90,33.8
2011,11,21,1021.6,22.3,21.5,20.8,15.7,70,84,Trace,0.9,80,46.8
2011,11,22,1020.8,23.7,22,20.2,15.6,67,85,Trace,1,50,25.5
2011,11,23,1020.4,23.8,22,20.7,13.9,60,77,Trace,3.8,20,23.5
2011,11,24,1021.1,22.7,20.8,18.7,14.7,68,73,0,7.3,80,31.3
2011,11,25,1020.4,21.3,20.5,19.6,15.2,72,88,0,0.1,80,40.3
2011,11,26,1018.5,22.3,21.1,20.1,15.9,73,86,Trace,0.2,60,36
2011,11,27,1016,24.5,21.3,19.3,16.8,76,11,0,9.8,50,23
2011,11,28,1014.4,24.7,21.9,20.2,18.2,80,32,0,9.8,60,22.7
2011,11,29,1015.2,25,22.7,21.6,18.6,78,43,0,9.2,60,22.1
2011,11,30,1014.6,26.3,23.1,21.5,19.3,80,41,Trace,7.2,50,15.9
2011,12,1,1017.2,21.8,18.7,14.9,12.6,68,59,0,1.7,10,36.6
2011,12,2,1017,17.8,15,13.4,7,59,35,0,8.1,10,32.2
2011,12,3,1017.5,19.4,15.1,11.8,5.8,54,3,0,9.8,20,22.7
2011,12,4,1019,20.2,17.4,14.4,10.5,65,29,0,9.5,70,33
2011,12,5,1018.4,20.2,18.8,18.1,15.1,79,88,1.2,0,70,38.4
2011,12,6,1018.2,21.8,19.9,17.6,17.2,85,84,1.2,0.2,60,27.6
2011,12,7,1016.7,24.5,22.3,20.4,18.6,80,83,0,3.3,30,14
2011,12,8,1017.6,22.9,20.4,15.7,13.4,65,66,0,6.7,20,38.5
2011,12,9,1022.5,16.3,14.6,13.4,6.8,59,87,Trace,1.6,20,41.2
2011,12,10,1023.8,15.9,13.1,11,1.4,45,30,0,9.6,20,42.8
2011,12,11,1022.7,16.3,12.9,9.6,1,44,13,0,9.6,20,33.5
2011,12,12,1020.5,18.6,15.1,11.7,4,48,19,0,9.6,20,23.5
2011,12,13,1019.5,20.7,17.1,14.1,8.6,58,52,Trace,9.3,20,20.4
2011,12,14,1018.8,21.6,19.3,17.7,12.1,63,85,0,0.4,40,13.9
2011,12,15,1019.7,22.2,19.2,17.5,11.1,60,39,0,9.4,20,21.3
2011,12,16,1023.3,19,17,15.1,8.2,56,49,0,8.4,20,29.5
2011,12,17,1024.6,17.8,16.1,14.4,9.4,65,63,Trace,7.1,80,29.8
2011,12,18,1023.8,18.6,16.1,13.6,10.6,70,33,Trace,9.3,40,25.6
2011,12,19,1021.4,19.2,16.7,14,11.8,73,43,0,9.3,60,30.5
2011,12,20,1019.6,18.7,17.4,16.7,12.5,74,88,Trace,0,40,24
2011,12,21,1018.3,22,19.5,17.2,13.4,68,79,0,1.6,30,15.4
2011,12,22,1019.2,20.5,17.9,16.1,10.1,61,41,0,9,20,24.5
2011,12,23,1021.2,17.7,15,12.6,8,63,32,0,8.4,20,28.2
2011,12,24,1023.8,15.6,13,10.6,-0.7,39,9,0,9.3,20,38
2011,12,25,1025.2,15.9,13.3,10.3,1.5,45,19,0,9.4,20,26.2
2011,12,26,1025.1,17.9,15.8,13.9,7.5,58,84,0,0.6,50,28.9
2011,12,27,1023.7,18,16.5,15.1,12.2,76,55,0,8.6,80,39.1
2011,12,28,1022.2,20.6,17.3,15.1,13.9,81,7,0,9.4,60,19.6
2011,12,29,1020.6,20.7,17.7,16.1,14.4,81,37,0,7.5,60,26.3
2011,12,30,1023,19.6,17.7,16.5,13.9,79,82,Trace,3.2,80,27.3
2011,12,31,1023.4,19.8,16.9,14.8,13.4,80,68,0.4,4,30,19.3
2012,1,1,1022.3,20,17.2,15.4,13,76,44,0,9.3,80,19.3
2012,1,2,1021.2,18.3,16.6,15.5,12.3,76,61,0,7,90,30.8
2012,1,3,1020.4,19.6,17,15.5,12.2,74,77,0,3,70,29.7
2012,1,4,1024.2,16,13.5,11.8,7.4,67,83,Trace,0.5,20,33.3
2012,1,5,1023.4,11.9,11,10.2,7.5,79,90,0.8,0,30,26.7
2012,1,6,1022.8,15.6,13.2,10.7,10.2,82,88,0.5,0.1,20,17.7
2012,1,7,1025.4,15.2,14.2,13.1,10.8,81,88,0,0,30,19.1
2012,1,8,1024.7,18,15.6,13.9,11.4,76,72,0,6.3,30,13.5
2012,1,9,1022.9,18.8,15.8,13.3,11.4,75,67,0,9.2,20,13.5
2012,1,10,1022.4,18.3,15.9,13.8,11.8,77,62,0,5.1,20,13.5
2012,1,11,1023.7,18.3,16,14.9,11.3,74,85,0.4,0.4,20,22.2
2012,1,12,1022.6,16.8,15.3,13.6,11.7,79,89,0.9,0,40,24.2
2012,1,13,1019.6,17.3,15.9,14.9,13.7,87,88,2.3,0,50,21.9
2012,1,14,1015.1,18.9,17.5,16,15.9,90,88,0.6,0,50,18.6
2012,1,15,1011.5,18.2,17.2,16,16.8,98,95,19.1,0,40,14.6
2012,1,16,1012.7,16.6,15.7,14.5,13.8,89,84,8.7,0.1,20,13
2012,1,17,1014.8,18.7,16.5,15.2,12.5,78,58,0,8,50,26.5
2012,1,18,1014.1,19.7,17.7,15.6,14.7,83,71,0,6,40,27.2
2012,1,19,1014.3,22.4,19.4,17.7,17.2,87,65,0,8.3,40,14.1
2012,1,20,1015.5,19.2,17.4,16.4,15,86,86,0,1.2,60,33.2
2012,1,21,1014.8,16.9,16.2,15.9,14.1,87,88,Trace,0,50,33.9
2012,1,22,1017.5,16.3,13.4,10.6,10.8,84,96,Trace,0,20,28.6
2012,1,23,1020.1,11.8,10.5,9.4,7.9,84,96,1.3,0,20,29.8
2012,1,24,1018.6,12.2,10.9,8.9,9.3,90,99,4.5,0,40,34.8
2012,1,25,1021.1,10.2,8.7,7.4,6.8,88,89,2.2,0,20,30.5
2012,1,26,1019.7,13.4,11.2,9,9.5,90,94,0.8,0,50,38
2012,1,27,1016.6,15.8,14.7,13.3,13.2,91,97,0,0,50,27.5
2012,1,28,1016.1,20,16.7,14.8,14.4,86,44,0,8,40,16.8
2012,1,29,1018.6,16.5,15.1,13.8,12.8,87,81,0,0,40,17.1
2012,1,30,1020.5,17.9,15.7,13.9,10.5,71,70,0,5,20,15
2012,1,31,1021.3,17.6,15.1,13.4,8.8,67,47,0,8.5,20,17.3
2012,2,1,1020,18.4,15.6,13.7,11.5,77,45,0,9.9,50,21.8
2012,2,2,1021.5,18.4,16,14.8,12.4,79,82,Trace,2.9,70,32
2012,2,3,1022.5,15.3,14.5,13.1,10.9,79,88,Trace,0.1,40,26.2
2012,2,4,1019.8,17.4,15.3,14,12.4,83,83,Trace,2.1,60,29.2
2012,2,5,1016.2,19.3,17.4,15.8,14.5,83,78,0.1,3.9,50,23.4
2012,2,6,1011.3,20.1,18.5,17.5,17.1,92,88,0.4,0.4,40,16.5
2012,2,7,1015,20.8,16.7,11.5,13.2,81,78,3.1,2,20,27.8
2012,2,8,1021.2,13.8,12.3,11,9.2,82,88,0.7,0,30,29.4
2012,2,9,1019.7,13.5,12.7,11.5,9.6,81,90,Trace,0.1,80,40.8
2012,2,10,1019,16.9,14.8,13,12.8,88,88,Trace,0,60,23.4
2012,2,11,1021.4,16.8,14,12,11,82,88,0,0.5,30,20
2012,2,12,1020.2,19.7,16.2,14,13.1,82,80,Trace,3,60,23.4
2012,2,13,1017.6,22.2,19.1,15.9,15.8,81,86,Trace,1.9,40,16.3
2012,2,14,1014.9,21.3,19.4,17.9,17.6,89,90,0.3,0,40,16.8
2012,2,15,1013,20.8,18.8,16.2,17.8,94,89,Trace,0,40,18.3
2012,2,16,1016.4,17.8,16.1,15.3,14.2,89,88,Trace,0,70,24.9
2012,2,17,1020.2,17,14.9,13.2,9.9,72,85,Trace,1,20,24
2012,2,18,1022.6,16.3,13.7,11.6,8.6,72,77,0,2.4,80,30.2
2012,2,19,1022.1,17.9,14.3,12.3,9.1,71,59,0,7.4,80,33.2
2012,2,20,1018.5,17.1,15,13.3,10.8,76,81,0,0.1,70,35
2012,2,21,1014.1,19,17.3,15.6,14.4,84,88,1.7,0.2,50,23.5
2012,2,22,1010.8,19.3,18.2,17.2,17.4,95,89,1.3,0.1,40,17.4
2012,2,23,1008.9,21.3,19.9,18.8,19.6,99,91,2.9,0,40,13.7
2012,2,24,1010,21,17.8,15.9,17.2,97,84,0.5,0,30,23.1
2012,2,25,1011.6,17.1,16.1,14.8,15.5,96,88,Trace,0,50,28.1
2012,2,26,1016.3,14.9,13.6,12.2,10.9,84,94,Trace,0,20,29.1
2012,2,27,1016.4,12.8,12.1,10.9,9.6,85,88,Trace,0,30,28.7
2012,2,28,1013.2,15.3,13,9.8,11.7,92,88,18,0.1,30,24.2
2012,2,29,1014.2,15.8,14.7,13.8,12.9,89,89,0.5,0,50,36.6
2012,3,1,1014.1,18.2,16.7,14.9,16,96,94,Trace,0,40,22.8
2012,3,2,1012.5,24.4,20.9,18.2,19.5,92,77,0,7.1,40,14.4
2012,3,3,1013.8,21,17.7,16.9,16.8,95,91,0.2,0,50,33.3
2012,3,4,1012.8,19.6,17.9,16.4,17.2,96,89,0.5,0.4,40,22.9
2012,3,5,1009,25.8,21.4,18.8,20.3,94,88,Trace,1.8,30,13.7
2012,3,6,1008.5,27.4,23.8,21.9,21.9,89,86,0.3,1.2,170,13.1
2012,3,7,1009,22.2,18.7,17.6,17.7,94,88,Trace,0,30,23.4
2012,3,8,1010.7,17.7,16.9,16.4,16.1,95,90,3.3,0,50,32.7
2012,3,9,1014.3,17.1,15.6,13.9,14.3,92,98,0.2,0,30,28.8
2012,3,10,1017.7,15.4,13.9,12.5,10.3,79,96,Trace,0,20,26.5
2012,3,11,1020,14.4,12.6,11.7,11.6,94,95,8.4,0,20,25.6
2012,3,12,1021.7,13.5,12.6,11.4,12,96,96,6.6,0,60,32.2
2012,3,13,1021,15.7,14.2,12.9,13.2,93,99,1.7,0,50,21.6
2012,3,14,1018.5,17.9,16.1,14.6,13.9,87,88,Trace,0.4,50,28.9
2012,3,15,1016.5,19.3,17.4,15.1,15.4,88,88,0.6,0.1,50,26.6
2012,3,16,1013.5,22.6,19.9,18.1,19,95,83,0.2,4.3,40,14.1
2012,3,17,1012.5,26.3,22.3,19.9,20,88,58,Trace,5.9,30,7.4
2012,3,18,1012.9,28.8,23.9,20,20.2,81,35,0,8.3,200,5.7
2012,3,19,1014.1,22.5,20.8,19.4,18.7,88,63,Trace,3.8,40,21.2
2012,3,20,1014.1,22.7,20.3,19,18,87,83,Trace,3.4,50,21.5
2012,3,21,1015.7,20.6,18.8,18,16,84,86,Trace,2.5,090#,36.1#
2012,3,22,1014.2,24.5,20.7,17.7,17,80,83,Trace,5.6,50,24.5
2012,3,23,1014.3,25.3,20.9,16.7,17.3,80,87,0,1.3,20,21.2
2012,3,24,1019.2,21.6,17.6,13.6,8.5,56,52,0.1,9.8,20,31.2
2012,3,25,1020.1,22.6,18.5,15.5,11.2,64,16,0,9.5,70,24
2012,3,26,1020.6,23.8,19.6,15.5,8.3,50,24,0,9.9,60,35.3
2012,3,27,1021.1,23.8,20.5,17.7,11.9,59,28,0,10.3,60,28.7
2012,3,28,1019.9,24.2,21.1,19.1,14.7,67,49,0,9.3,60,28.8
2012,3,29,1017.7,26.1,22.3,19.7,17,72,66,0,8.3,50,28.8
2012,3,30,1015.5,25,23,21,19.7,82,87,0,1.5,50,22.8
2012,3,31,1018.5,26.1,22.3,20.5,17.3,74,83,Trace,1.8,30,26.8
2012,4,1,1019.2,23.4,20.7,19,15.4,73,82,0,5.1,80,23.5
2012,4,2,1015.9,24.6,21.9,20.1,18.9,83,85,0,2.6,50,18.1
2012,4,3,1016.9,28.4,24.5,22,21,81,80,0,6.1,200,6.3
2012,4,4,1016.6,23.9,21.9,20.9,18.1,79,86,0,2.5,40,27.4
2012,4,5,1013.7,23.2,21.3,20.4,19.9,92,94,48.5,0,40,15.4
2012,4,6,1015.3,20.7,19.9,18.2,19.3,96,95,10.9,0,70,33.5
2012,4,7,1017.1,21.4,20.3,18.4,14.2,68,91,0,0.2,80,38.8
2012,4,8,1015.7,22.1,20.8,19.9,18.2,85,89,0.3,0.2,70,30.4
2012,4,9,1014.3,25.9,22.5,20.3,20.8,91,83,28.9,4.5,40,21.2
2012,4,10,1013.8,27.9,23.8,21.6,21.7,88,70,0,7.9,70,14.3
2012,4,11,1011.3,28.5,25,22.3,21.3,81,54,0,9.8,230,8.4
2012,4,12,1010,27.8,25.5,23.7,22.4,83,66,0,5.3,190,9.5
2012,4,13,1010.8,29.5,26.5,24.7,23.4,83,81,Trace,1.5,200,15.3
2012,4,14,1011.2,29.5,26.9,25.2,24,85,74,Trace,2.6,210,11.9
2012,4,15,1009.6,29.6,27.1,25.5,23.4,80,65,Trace,5.6,210,14.8
2012,4,16,1008.5,28.8,26,22.5,23.5,86,85,11.8,2,220,19.9
2012,4,17,1009.6,23.9,21.3,20,20.2,93,93,16.6,0,090#,40.4#
2012,4,18,1009.4,22.9,22,21.1,20,88,88,Trace,0.5,90,32
2012,4,19,1009.6,22.9,22.2,21.7,21.6,96,80,28.2,0,50,20.2
2012,4,20,1008.7,23.1,22,20.8,21.3,96,82,66.2,0.1,50,15.7
2012,4,21,1008.8,25.8,23.3,21.1,20,82,77,0,2.6,350,6.5
2012,4,22,1009.9,28.5,24.3,21.9,20.3,79,50,0,11,50,12.2
2012,4,23,1008.7,28,25.4,23.5,22.9,86,85,0.3,0.4,170,23.5
2012,4,24,1006.6,28.4,27.1,25.6,23.7,82,85,Trace,2.2,210,32.1
2012,4,25,1006.7,29,27.5,23.6,24.3,83,88,4.8,0.8,220,24.1
2012,4,26,1009.9,28.8,24.4,22,21.2,83,72,Trace,6,90,23.7
2012,4,27,1009.5,23.6,22.3,21.5,20.9,92,88,34.5,0.2,70,30.1
2012,4,28,1008.9,25.9,23.5,21.3,22.7,95,88,22.2,1.8,100,21.6
2012,4,29,1007.3,30.2,27.2,23.9,25.1,89,81,21.2,2.1,200,22.9
2012,4,30,1005.8,30.1,28.5,26.6,25,82,77,0.5,4.5,210,29.6
2012,5,1,1006.3,30.5,28.7,27.8,25.4,83,86,Trace,2.5,210,28.2
2012,5,2,1006.6,31.9,29.2,27.8,25.5,81,74,0.4,8.2,220,26.4
2012,5,3,1005.5,30.8,29,28,25.5,82,86,Trace,2.4,210,23.8
2012,5,4,1006.1,31.2,28,24.4,25.9,89,84,35.7,3,190,18.4
2012,5,5,1009.4,26.2,24.9,24.1,23.6,93,86,3.4,0.6,80,22.6
2012,5,6,1010.5,28.2,25.9,24.4,22.9,84,79,0,6.5,90,17.7
2012,5,7,1010,28.9,26.5,24.6,23.4,83,61,0,9.2,110,12.7
2012,5,8,1008.8,31.9,28.6,26.1,24.3,78,59,0,9.7,230,11.5
2012,5,9,1008.9,32.5,29.2,27,25,79,33,0,11.3,240,24.7
2012,5,10,1008.8,32.5,29.1,26.9,25.4,81,57,6.1,10.1,240,22
2012,5,11,1008.4,27.9,26,24.7,24.3,91,88,1.4,0.6,90,33.7
2012,5,12,1007,28.7,26.4,24.5,24.3,88,80,0.1,5.2,110,27.9
2012,5,13,1005.3,29.6,27.9,26,24.5,82,76,4.6,3.4,200,13.8
2012,5,14,1006.9,32.2,28.8,25.7,25.4,82,67,1.9,6.5,190,11.2
2012,5,15,1007.6,30.3,28,26.4,25.9,89,71,22.1,4.8,110,8.5
2012,5,16,1006.1,29.2,26.6,25.7,25.4,93,81,14.4,3.1,60,16
2012,5,17,1006.5,28.9,27,25.5,25.2,90,83,2,1.5,110,11.8
2012,5,18,1008.1,27.2,25.4,24.8,25,98,89,83.8,0,110,28.1
2012,5,19,1007.1,30,26.5,24.5,25.1,92,79,7.4,4.8,40,18.2
2012,5,20,1005.6,30.7,27,25.1,25.2,91,78,49.6,5.3,50,15.2
2012,5,21,1007.6,28.1,25.9,24.9,22.3,81,87,Trace,4.2,100,41.5
2012,5,22,1008.5,27.6,25.6,24.3,20.5,74,66,Trace,9.4,100,40.8
2012,5,23,1007.6,28.5,25.7,24.5,21.6,78,72,0,5.4,90,38.1
2012,5,24,1006.7,27.5,26.1,25.1,23,83,90,Trace,0.8,80,31.2
2012,5,25,1006.3,30.9,27.9,26.1,24.7,83,78,Trace,5,70,29.8
2012,5,26,1006.6,28.2,26.9,25.8,25.1,90,88,28.4,2.5,80,29.7
2012,5,27,1007.4,29.5,26.9,25.7,25.1,90,90,5.8,2.2,90,27.7
2012,5,28,1008.6,26.2,25.5,25,24.6,95,88,10.5,0,150#,25.0#
2012,5,29,1009.8,26.2,25.5,24.9,23.3,87,88,0.1,0.1,***,***
2012,5,30,1007.8,29.5,26.7,25.3,24,85,83,Trace,4.8,***,***
2012,5,31,1007.8,29.4,27,25.7,23.7,83,83,Trace,3,***,***
2012,6,1,1008,28.3,26.1,24.9,21.4,75,74,0,8.1,***,***
2012,6,2,1006.3,30.2,26.6,24.8,23.3,82,83,8.6,5.3,***,***
2012,6,3,1005.3,28.4,26,24.9,23.7,88,86,Trace,1.6,***,***
2012,6,4,1004.8,29.7,27,25.8,23.6,82,70,Trace,6.7,160#,12.5#
2012,6,5,1004.2,31.6,28.2,25.8,24.1,79,52,0,11.5,150,9.7
2012,6,6,1004,31.2,28.3,26.5,24.8,82,58,0,11.2,100,14.1
2012,6,7,1004.2,31.2,28.5,26.8,25,82,63,Trace,10.3,90,16.3
2012,6,8,1004.5,32.9,29.5,27.7,25.9,81,76,0,5.5,210,11.9
2012,6,9,1003.5,31.9,29.1,26.7,25.8,82,85,1.5,5.6,230,23.5
2012,6,10,1001.1,30.4,29,25.9,26.5,87,88,26.8,0.7,240,37.6
2012,6,11,999.4,30.4,29.4,28.1,26.4,84,86,0.2,0.8,240,41.1
2012,6,12,999.7,31.7,28.9,26.6,25.7,83,87,2.8,3.7,240,24.7
2012,6,13,1001,28.1,26.3,25,25,93,87,22.5,0.2,80,17.4
2012,6,14,1001.2,30.3,27.4,25.2,23.5,80,77,Trace,7.2,150,15
2012,6,15,1000.5,29.8,28,26.9,24.8,83,86,Trace,3.4,90,25.7
2012,6,16,1000.3,27.9,26.1,24.7,24.9,93,88,60.3,0,60,32.9
2012,6,17,1001.3,28.2,26.7,25.5,25.5,93,87,24.6,1.8,110,32
2012,6,18,998.6,30,27.3,25.5,25.7,91,87,17.7,2.8,110,30.8
2012,6,19,995,32.1,28.2,26.1,25.3,85,83,1.4,4,50,32.1
